Student,Module Code,Mark,Gender,UoN Student Group,Ethnicity
S210438194,CSC8012,75,Male,Not Assigned,White including Another other and Irish
S210438194,CSC8013,64,Male,Not Assigned,White including Another other and Irish
S210438194,CSC8014,96,Male,Not Assigned,White including Another other and Irish
S210438194,CSC8015,84,Male,Not Assigned,White including Another other and Irish
S210438194,CSC8016,86,Male,Not Assigned,White including Another other and Irish
S210438194,CSC8017,76,Male,Not Assigned,White including Another other and Irish
S210522208,CSC8011,0,Female,Not Assigned,White including Another other and Irish
S210522208,CSC8012,88,Female,Not Assigned,White including Another other and Irish
S210522208,CSC8013,68,Female,Not Assigned,White including Another other and Irish
S210522208,CSC8014,61,Female,Not Assigned,White including Another other and Irish
S210522208,CSC8015,83,Female,Not Assigned,White including Another other and Irish
S210522208,CSC8016,0,Female,Not Assigned,White including Another other and Irish
S210522208,CSC8017,57,Female,Not Assigned,White including Another other and Irish
S200013156,CSC8101,50,Male,INTO,Chinese
S200013156,CSC8103,64,Male,INTO,Chinese
S200013156,CSC8104,60,Male,INTO,Chinese
S200013156,CSC8110,83,Male,INTO,Chinese
S200013156,CSC8111,69,Male,INTO,Chinese
S200013156,CSC8112,62,Male,INTO,Chinese
S200013156,CSC8113,73,Male,INTO,Chinese
S200013156,CSC8404,68,Male,INTO,Chinese
S200013156,INU6414, ,Male,INTO,Chinese
S200013156,INU6424, ,Male,INTO,Chinese
S200155755,CSC8101,54,Male,INTO,Chinese
S200155755,CSC8103,75,Male,INTO,Chinese
S200155755,CSC8104,66,Male,INTO,Chinese
S200155755,CSC8110,84,Male,INTO,Chinese
S200155755,CSC8111,81,Male,INTO,Chinese
S200155755,CSC8112,75,Male,INTO,Chinese
S200155755,CSC8113,71,Male,INTO,Chinese
S200155755,CSC8404,62,Male,INTO,Chinese
S200155755,INU6414, ,Male,INTO,Chinese
S200155755,INU6424, ,Male,INTO,Chinese
S200167703,CSC8101,59,Male,INTO,Chinese
S200167703,CSC8103,71,Male,INTO,Chinese
S200167703,CSC8104,59,Male,INTO,Chinese
S200167703,CSC8110,65,Male,INTO,Chinese
S200167703,CSC8111,71,Male,INTO,Chinese
S200167703,CSC8112,75,Male,INTO,Chinese
S200167703,CSC8113,74,Male,INTO,Chinese
S200167703,CSC8404,77,Male,INTO,Chinese
S200167703,INU6414, ,Male,INTO,Chinese
S200167703,INU6424, ,Male,INTO,Chinese
S200859820,CSC8101,58,Male,INTO,Chinese
S200859820,CSC8103,52,Male,INTO,Chinese
S200859820,CSC8104,90,Male,INTO,Chinese
S200859820,CSC8110,59,Male,INTO,Chinese
S200859820,CSC8111,95,Male,INTO,Chinese
S200859820,CSC8112,59,Male,INTO,Chinese
S200859820,CSC8113,73,Male,INTO,Chinese
S200859820,CSC8404,52,Male,INTO,Chinese
S200859820,INU6414, ,Male,INTO,Chinese
S200859820,INU6424, ,Male,INTO,Chinese
S200939410,CSC8101,55,Male,Not Assigned,Chinese
S200939410,CSC8103,66,Male,Not Assigned,Chinese
S200939410,CSC8104,70,Male,Not Assigned,Chinese
S200939410,CSC8110,83,Male,Not Assigned,Chinese
S200939410,CSC8111,74,Male,Not Assigned,Chinese
S200939410,CSC8112,87,Male,Not Assigned,Chinese
S200939410,CSC8113,73,Male,Not Assigned,Chinese
S200939410,CSC8404,90,Male,Not Assigned,Chinese
S200939410,INU6414, ,Male,Not Assigned,Chinese
S200939410,INU6424, ,Male,Not Assigned,Chinese
S200949936,CSC8101,60,Male,INTO,Chinese
S200949936,CSC8103,61,Male,INTO,Chinese
S200949936,CSC8104,66,Male,INTO,Chinese
S200949936,CSC8110,60,Male,INTO,Chinese
S200949936,CSC8111,80,Male,INTO,Chinese
S200949936,CSC8112,79,Male,INTO,Chinese
S200949936,CSC8113,82,Male,INTO,Chinese
S200949936,CSC8404,57,Male,INTO,Chinese
S200949936,INU6414, ,Male,INTO,Chinese
S200949936,INU6424, ,Male,INTO,Chinese
S200963471,CSC8101,50,Male,INTO,Chinese
S200963471,CSC8103,72,Male,INTO,Chinese
S200963471,CSC8104,60,Male,INTO,Chinese
S200963471,CSC8110,67,Male,INTO,Chinese
S200963471,CSC8111,79,Male,INTO,Chinese
S200963471,CSC8112,73,Male,INTO,Chinese
S200963471,CSC8113,73,Male,INTO,Chinese
S200963471,CSC8404,61,Male,INTO,Chinese
S200963471,INU6414, ,Male,INTO,Chinese
S200963471,INU6424, ,Male,INTO,Chinese
S210197383,CSC8101,71,Male,INTO,Chinese
S210197383,CSC8103,67,Male,INTO,Chinese
S210197383,CSC8104,78,Male,INTO,Chinese
S210197383,CSC8110,85,Male,INTO,Chinese
S210197383,CSC8111,66,Male,INTO,Chinese
S210197383,CSC8112,65,Male,INTO,Chinese
S210197383,CSC8113,76,Male,INTO,Chinese
S210197383,CSC8404,50,Male,INTO,Chinese
S210197383,INU6414, ,Male,INTO,Chinese
S210197383,INU6424, ,Male,INTO,Chinese
S210292921,CSC8101,88,Male,Not Assigned,Chinese
S210292921,CSC8103,71,Male,Not Assigned,Chinese
S210292921,CSC8104,83,Male,Not Assigned,Chinese
S210292921,CSC8110,84,Male,Not Assigned,Chinese
S210292921,CSC8111,79,Male,Not Assigned,Chinese
S210292921,CSC8112,66,Male,Not Assigned,Chinese
S210292921,CSC8113,76,Male,Not Assigned,Chinese
S210292921,CSC8404,87,Male,Not Assigned,Chinese
S210292921,INU6414, ,Male,Not Assigned,Chinese
S210292921,INU6424, ,Male,Not Assigned,Chinese
S210298691,CSC8101,76,Male,Not Assigned,Chinese
S210298691,CSC8103,65,Male,Not Assigned,Chinese
S210298691,CSC8104,88,Male,Not Assigned,Chinese
S210298691,CSC8110,77,Male,Not Assigned,Chinese
S210298691,CSC8111,87,Male,Not Assigned,Chinese
S210298691,CSC8112,95,Male,Not Assigned,Chinese
S210298691,CSC8113,76,Male,Not Assigned,Chinese
S210298691,CSC8404,85,Male,Not Assigned,Chinese
S210298691,INU6414, ,Male,Not Assigned,Chinese
S210298691,INU6424, ,Male,Not Assigned,Chinese
S210360703,CSC8101,66,Male,Not Assigned,Chinese
S210360703,CSC8103,74,Male,Not Assigned,Chinese
S210360703,CSC8104,75,Male,Not Assigned,Chinese
S210360703,CSC8110,92,Male,Not Assigned,Chinese
S210360703,CSC8111,75,Male,Not Assigned,Chinese
S210360703,CSC8112,95,Male,Not Assigned,Chinese
S210360703,CSC8113,71,Male,Not Assigned,Chinese
S210360703,CSC8404,71,Male,Not Assigned,Chinese
S210360703,INU6414, ,Male,Not Assigned,Chinese
S210360703,INU6424, ,Male,Not Assigned,Chinese
S210385854,CSC8101,73,Male,Not Assigned,Asian or Asian British (all)
S210385854,CSC8103,78,Male,Not Assigned,Asian or Asian British (all)
S210385854,CSC8104,68,Male,Not Assigned,Asian or Asian British (all)
S210385854,CSC8110,96,Male,Not Assigned,Asian or Asian British (all)
S210385854,CSC8111,77,Male,Not Assigned,Asian or Asian British (all)
S210385854,CSC8112,91,Male,Not Assigned,Asian or Asian British (all)
S210385854,CSC8113,76,Male,Not Assigned,Asian or Asian British (all)
S210385854,CSC8404,72,Male,Not Assigned,Asian or Asian British (all)
S210385854,INU6414, ,Male,Not Assigned,Asian or Asian British (all)
S210385854,INU6424, ,Male,Not Assigned,Asian or Asian British (all)
S210460542,CSC8101,51,Male,Not Assigned,Asian or Asian British (all)
S210460542,CSC8103,76,Male,Not Assigned,Asian or Asian British (all)
S210460542,CSC8104,58,Male,Not Assigned,Asian or Asian British (all)
S210460542,CSC8110,90,Male,Not Assigned,Asian or Asian British (all)
S210460542,CSC8111,81,Male,Not Assigned,Asian or Asian British (all)
S210460542,CSC8112,85,Male,Not Assigned,Asian or Asian British (all)
S210460542,CSC8113,74,Male,Not Assigned,Asian or Asian British (all)
S210460542,CSC8404,52,Male,Not Assigned,Asian or Asian British (all)
S210460542,INU6414, ,Male,Not Assigned,Asian or Asian British (all)
S210460542,INU6424, ,Male,Not Assigned,Asian or Asian British (all)
S210467769,CSC8101,36,Male,Not Assigned,Other Asian
S210467769,CSC8103,52,Male,Not Assigned,Other Asian
S210467769,CSC8104,75,Male,Not Assigned,Other Asian
S210467769,CSC8110,58,Male,Not Assigned,Other Asian
S210467769,CSC8111,68,Male,Not Assigned,Other Asian
S210467769,CSC8112,64,Male,Not Assigned,Other Asian
S210467769,CSC8113,71,Male,Not Assigned,Other Asian
S210467769,CSC8404,66,Male,Not Assigned,Other Asian
S210467769,INU6414, ,Male,Not Assigned,Other Asian
S210467769,INU6424, ,Male,Not Assigned,Other Asian
S210468881,CSC8101,78,Female,Not Assigned,Asian or Asian British (all)
S210468881,CSC8103,78,Female,Not Assigned,Asian or Asian British (all)
S210468881,CSC8104,64,Female,Not Assigned,Asian or Asian British (all)
S210468881,CSC8110,95,Female,Not Assigned,Asian or Asian British (all)
S210468881,CSC8111,77,Female,Not Assigned,Asian or Asian British (all)
S210468881,CSC8112,83,Female,Not Assigned,Asian or Asian British (all)
S210468881,CSC8113,76,Female,Not Assigned,Asian or Asian British (all)
S210468881,CSC8404,61,Female,Not Assigned,Asian or Asian British (all)
S210468881,INU6414, ,Female,Not Assigned,Asian or Asian British (all)
S210351723,CSC8101,58,Male,Not Assigned,White including Another other and Irish
S210351723,CSC8103,55,Male,Not Assigned,White including Another other and Irish
S210351723,CSC8110,76,Male,Not Assigned,White including Another other and Irish
S210351723,CSC8112,64,Male,Not Assigned,White including Another other and Irish
S210514731,CSC8101,50,Male,Not Assigned,White including Another other and Irish
S210514731,CSC8103,51,Male,Not Assigned,White including Another other and Irish
S210514731,CSC8110,70,Male,Not Assigned,White including Another other and Irish
S210514731,CSC8112,77,Male,Not Assigned,White including Another other and Irish
S210525885,CSC8101,51,Male,Not Assigned,White including Another other and Irish
S210525885,CSC8103,48,Male,Not Assigned,White including Another other and Irish
S210525885,CSC8110,73,Male,Not Assigned,White including Another other and Irish
S210525885,CSC8112,79,Male,Not Assigned,White including Another other and Irish
S180276426,CSC8102,69,Male,Not Assigned,White including Another other and Irish
S180276426,CSC8202,68,Male,Not Assigned,White including Another other and Irish
S180276426,CSC8207,68,Male,Not Assigned,White including Another other and Irish
S180276426,CSC8208,75,Male,Not Assigned,White including Another other and Irish
S180276426,CSC8411,89,Male,Not Assigned,White including Another other and Irish
S180276426,CSC8414,73,Male,Not Assigned,White including Another other and Irish
S180276426,CSC8611,50,Male,Not Assigned,White including Another other and Irish
S180276426,CSC8635,69,Male,Not Assigned,White including Another other and Irish
S190451743,CSC8102,67,Male,INTO,Arab
S190451743,CSC8202,67,Male,INTO,Arab
S190451743,CSC8207,53,Male,INTO,Arab
S190451743,CSC8208,74,Male,INTO,Arab
S190451743,CSC8411,75,Male,INTO,Arab
S190451743,CSC8414,86,Male,INTO,Arab
S190451743,CSC8611,53,Male,INTO,Arab
S190451743,CSC8635,61,Male,INTO,Arab
S190451743,INU6414, ,Male,INTO,Arab
S190680099,CSC8102,70,Male,INTO,Chinese
S190680099,CSC8202,80,Male,INTO,Chinese
S190680099,CSC8207,63,Male,INTO,Chinese
S190680099,CSC8208,70,Male,INTO,Chinese
S190680099,CSC8411,61,Male,INTO,Chinese
S190680099,CSC8414,86,Male,INTO,Chinese
S190680099,CSC8611,50,Male,INTO,Chinese
S190680099,CSC8635,72,Male,INTO,Chinese
S190680099,INU6414, ,Male,INTO,Chinese
S190680099,INU6424, ,Male,INTO,Chinese
S200596442,CSC8102,57,Male,Not Assigned,Other Asian
S200596442,CSC8202,62,Male,Not Assigned,Other Asian
S200596442,CSC8207,52,Male,Not Assigned,Other Asian
S200596442,CSC8208,79,Male,Not Assigned,Other Asian
S200596442,CSC8411,68,Male,Not Assigned,Other Asian
S200596442,CSC8414,57,Male,Not Assigned,Other Asian
S200596442,CSC8611,50,Male,Not Assigned,Other Asian
S200596442,CSC8635,51,Male,Not Assigned,Other Asian
S200596442,INU6414, ,Male,Not Assigned,Other Asian
S200596442,INU6424, ,Male,Not Assigned,Other Asian
S200665298,CSC8102,56,Male,Not Assigned,White including Another other and Irish
S200665298,CSC8202,76,Male,Not Assigned,White including Another other and Irish
S200665298,CSC8207,60,Male,Not Assigned,White including Another other and Irish
S200665298,CSC8208,82,Male,Not Assigned,White including Another other and Irish
S200665298,CSC8411,72,Male,Not Assigned,White including Another other and Irish
S200665298,CSC8414,80,Male,Not Assigned,White including Another other and Irish
S200665298,CSC8611,44,Male,Not Assigned,White including Another other and Irish
S200665298,CSC8635,67,Male,Not Assigned,White including Another other and Irish
S200739810,CSC8102,52,Male,Not Assigned,White including Another other and Irish
S200739810,CSC8202,86,Male,Not Assigned,White including Another other and Irish
S200739810,CSC8207,60,Male,Not Assigned,White including Another other and Irish
S200739810,CSC8208,81,Male,Not Assigned,White including Another other and Irish
S200739810,CSC8411,73,Male,Not Assigned,White including Another other and Irish
S200739810,CSC8414,84,Male,Not Assigned,White including Another other and Irish
S200739810,CSC8611,59,Male,Not Assigned,White including Another other and Irish
S200739810,CSC8635,52,Male,Not Assigned,White including Another other and Irish
S210199446,CSC8102,64,Male,Not Assigned,Chinese
S210199446,CSC8202,63,Male,Not Assigned,Chinese
S210199446,CSC8207,52,Male,Not Assigned,Chinese
S210199446,CSC8208,66,Male,Not Assigned,Chinese
S210199446,CSC8411,62,Male,Not Assigned,Chinese
S210199446,CSC8414,58,Male,Not Assigned,Chinese
S210199446,CSC8611,50,Male,Not Assigned,Chinese
S210199446,CSC8635,75,Male,Not Assigned,Chinese
S210199446,INU6414, ,Male,Not Assigned,Chinese
S210199446,INU6424, ,Male,Not Assigned,Chinese
S210248294,CSC8102,71,Male,Not Assigned,White including Another other and Irish
S210248294,CSC8202,70,Male,Not Assigned,White including Another other and Irish
S210248294,CSC8207,62,Male,Not Assigned,White including Another other and Irish
S210248294,CSC8208,83,Male,Not Assigned,White including Another other and Irish
S210248294,CSC8411,70,Male,Not Assigned,White including Another other and Irish
S210248294,CSC8414,72,Male,Not Assigned,White including Another other and Irish
S210248294,CSC8611,59,Male,Not Assigned,White including Another other and Irish
S210248294,CSC8635,50,Male,Not Assigned,White including Another other and Irish
S210276220,CSC8102,73,Male,INTO,Chinese
S210276220,CSC8202,54,Male,INTO,Chinese
S210276220,CSC8207,63,Male,INTO,Chinese
S210276220,CSC8208,74,Male,INTO,Chinese
S210276220,CSC8411,68,Male,INTO,Chinese
S210276220,CSC8414,67,Male,INTO,Chinese
S210276220,CSC8611,43,Male,INTO,Chinese
S210276220,CSC8635,58,Male,INTO,Chinese
S210276220,INU6414, ,Male,INTO,Chinese
S210276220,INU6424, ,Male,INTO,Chinese
S210361490,CSC8102,62,Male,Not Assigned,White including Another other and Irish
S210361490,CSC8202,76,Male,Not Assigned,White including Another other and Irish
S210361490,CSC8207,60,Male,Not Assigned,White including Another other and Irish
S210361490,CSC8208,70,Male,Not Assigned,White including Another other and Irish
S210361490,CSC8411,74,Male,Not Assigned,White including Another other and Irish
S210361490,CSC8414,80,Male,Not Assigned,White including Another other and Irish
S210361490,CSC8611,50,Male,Not Assigned,White including Another other and Irish
S210361490,CSC8635,74,Male,Not Assigned,White including Another other and Irish
S210389807,CSC8102,60,Male,Not Assigned,Asian or Asian British (all)
S210389807,CSC8202,63,Male,Not Assigned,Asian or Asian British (all)
S210389807,CSC8207,67,Male,Not Assigned,Asian or Asian British (all)
S210389807,CSC8208,79,Male,Not Assigned,Asian or Asian British (all)
S210389807,CSC8411,77,Male,Not Assigned,Asian or Asian British (all)
S210389807,CSC8414,75,Male,Not Assigned,Asian or Asian British (all)
S210389807,CSC8611,0,Male,Not Assigned,Asian or Asian British (all)
S210389807,CSC8635,61,Male,Not Assigned,Asian or Asian British (all)
S210389807,INU6414, ,Male,Not Assigned,Asian or Asian British (all)
S210389807,INU6424, ,Male,Not Assigned,Asian or Asian British (all)
S210406791,CSC8102,73,Male,Not Assigned,Chinese
S210406791,CSC8202,51,Male,Not Assigned,Chinese
S210406791,CSC8207,75,Male,Not Assigned,Chinese
S210406791,CSC8208,59,Male,Not Assigned,Chinese
S210406791,CSC8411,65,Male,Not Assigned,Chinese
S210406791,CSC8414,73,Male,Not Assigned,Chinese
S210406791,CSC8611,60,Male,Not Assigned,Chinese
S210406791,CSC8635,57,Male,Not Assigned,Chinese
S210406791,INU6414, ,Male,Not Assigned,Chinese
S210406791,INU6424, ,Male,Not Assigned,Chinese
S210422403,CSC8102,91,Male,Not Assigned,Other Asian
S210422403,CSC8202,84,Male,Not Assigned,Other Asian
S210422403,CSC8411,85,Male,Not Assigned,Other Asian
S210422403,CSC8414,92,Male,Not Assigned,Other Asian
S210422403,CSC8635,78,Male,Not Assigned,Other Asian
S210464274,CSC8102,73,Female,Not Assigned,Asian or Asian British (all)
S210464274,CSC8202,84,Female,Not Assigned,Asian or Asian British (all)
S210464274,CSC8207,67,Female,Not Assigned,Asian or Asian British (all)
S210464274,CSC8208,89,Female,Not Assigned,Asian or Asian British (all)
S210464274,CSC8411,74,Female,Not Assigned,Asian or Asian British (all)
S210464274,CSC8414,86,Female,Not Assigned,Asian or Asian British (all)
S210464274,CSC8611,65,Female,Not Assigned,Asian or Asian British (all)
S210464274,CSC8635,78,Female,Not Assigned,Asian or Asian British (all)
S210464274,INU6414, ,Female,Not Assigned,Asian or Asian British (all)
S210464274,INU6424, ,Female,Not Assigned,Asian or Asian British (all)
S110049496,CSC8501,78,Male,Not Assigned,White including Another other and Irish
S110049496,CSC8502,58,Male,Not Assigned,White including Another other and Irish
S110049496,CSC8503,60,Male,Not Assigned,White including Another other and Irish
S110049496,CSC8507,85,Male,Not Assigned,White including Another other and Irish
S110049496,CSC8508,76,Male,Not Assigned,White including Another other and Irish
S170380391,CSC8501,96,Male,PARTNERS,White including Another other and Irish
S170380391,CSC8502,92,Male,PARTNERS,White including Another other and Irish
S170380391,CSC8503,95,Male,PARTNERS,White including Another other and Irish
S170380391,CSC8507,76,Male,PARTNERS,White including Another other and Irish
S170380391,CSC8508,89,Male,PARTNERS,White including Another other and Irish
S170665151,CSC8501,60,Male,INTO,Chinese
S170665151,CSC8502,66,Male,INTO,Chinese
S170665151,CSC8503,70,Male,INTO,Chinese
S170665151,CSC8507,86,Male,INTO,Chinese
S170665151,CSC8508,73,Male,INTO,Chinese
S170736934,CSC8501,62,Male,INTO,Chinese
S170736934,CSC8502,66,Male,INTO,Chinese
S170736934,CSC8503,74,Male,INTO,Chinese
S170736934,CSC8507,86,Male,INTO,Chinese
S170736934,CSC8508,73,Male,INTO,Chinese
S170736934,INU6414, ,Male,INTO,Chinese
S170736934,INU6424, ,Male,INTO,Chinese
S180223925,CSC8501,66,Male,Not Assigned,White including Another other and Irish
S180223925,CSC8502,63,Male,Not Assigned,White including Another other and Irish
S180223925,CSC8503,80,Male,Not Assigned,White including Another other and Irish
S180223925,CSC8507,70,Male,Not Assigned,White including Another other and Irish
S180223925,CSC8508,58,Male,Not Assigned,White including Another other and Irish
S180292611,CSC8501,56,Male,Not Assigned,White including Another other and Irish
S180292611,CSC8502,0,Male,Not Assigned,White including Another other and Irish
S180292611,CSC8503,0,Male,Not Assigned,White including Another other and Irish
S180292611,CSC8507,74,Male,Not Assigned,White including Another other and Irish
S180292611,CSC8508,0,Male,Not Assigned,White including Another other and Irish
S180366196,CSC8501,72,Male,Not Assigned,White including Another other and Irish
S180366196,CSC8502,66,Male,Not Assigned,White including Another other and Irish
S180366196,CSC8503,50,Male,Not Assigned,White including Another other and Irish
S180366196,CSC8507,85,Male,Not Assigned,White including Another other and Irish
S180366196,CSC8508,70,Male,Not Assigned,White including Another other and Irish
S190596480,CSC8501,90,Male,Not Assigned,Asian or Asian British (all)
S190596480,CSC8502,79,Male,Not Assigned,Asian or Asian British (all)
S190596480,CSC8503,74,Male,Not Assigned,Asian or Asian British (all)
S190596480,CSC8507,76,Male,Not Assigned,Asian or Asian British (all)
S190596480,CSC8508,77,Male,Not Assigned,Asian or Asian British (all)
S190596480,INU6414, ,Male,Not Assigned,Asian or Asian British (all)
S190596480,INU6424, ,Male,Not Assigned,Asian or Asian British (all)
S190627429,CSC8501,78,Male,INTO,Chinese
S190627429,CSC8502,70,Male,INTO,Chinese
S190627429,CSC8503,61,Male,INTO,Chinese
S190627429,CSC8507,79,Male,INTO,Chinese
S190627429,CSC8508,69,Male,INTO,Chinese
S190627429,INU6414, ,Male,INTO,Chinese
S190627429,INU6424, ,Male,INTO,Chinese
S190633648,CSC8501,96,Male,Not Assigned,Chinese
S190633648,CSC8502,95,Male,Not Assigned,Chinese
S190633648,CSC8503,80,Male,Not Assigned,Chinese
S190633648,CSC8507,83,Male,Not Assigned,Chinese
S190633648,CSC8508,79,Male,Not Assigned,Chinese
S190633648,INU6414, ,Male,Not Assigned,Chinese
S190633648,INU6424, ,Male,Not Assigned,Chinese
S200013097,CSC8501,58,Male,INTO,Chinese
S200013097,CSC8502,53,Male,INTO,Chinese
S200013097,CSC8503,65,Male,INTO,Chinese
S200013097,CSC8507,70,Male,INTO,Chinese
S200013097,CSC8508,56,Male,INTO,Chinese
S200013097,INU6414, ,Male,INTO,Chinese
S200013097,INU6424, ,Male,INTO,Chinese
S200147934,CSC8501,76,Male,INTO,Chinese
S200147934,CSC8502,68,Male,INTO,Chinese
S200147934,CSC8503,80,Male,INTO,Chinese
S200147934,CSC8507,79,Male,INTO,Chinese
S200147934,CSC8508,64,Male,INTO,Chinese
S200147934,INU6414, ,Male,INTO,Chinese
S200147934,INU6424, ,Male,INTO,Chinese
S200218245,CSC8501,54,Male,INTO,Chinese
S200218245,CSC8502,55,Male,INTO,Chinese
S200218245,CSC8503,60,Male,INTO,Chinese
S200218245,CSC8507,74,Male,INTO,Chinese
S200218245,CSC8508,59,Male,INTO,Chinese
S200218245,INU6414, ,Male,INTO,Chinese
S200218245,INU6424, ,Male,INTO,Chinese
S200245470,CSC8501,60,Male,INTO,Chinese
S200245470,CSC8502,66,Male,INTO,Chinese
S200245470,CSC8503,68,Male,INTO,Chinese
S200245470,CSC8507,74,Male,INTO,Chinese
S200245470,CSC8508,60,Male,INTO,Chinese
S200245470,INU6414, ,Male,INTO,Chinese
S200245470,INU6424, ,Male,INTO,Chinese
S200508630,CSC8501,86,Male,INTO,Chinese
S200508630,CSC8502,63,Male,INTO,Chinese
S200508630,CSC8503,82,Male,INTO,Chinese
S200508630,CSC8507,77,Male,INTO,Chinese
S200508630,CSC8508,74,Male,INTO,Chinese
S200508630,INU6414, ,Male,INTO,Chinese
S200508630,INU6424, ,Male,INTO,Chinese
S200627229,CSC8501,90,Male,Not Assigned,Refused
S200627229,CSC8502,75,Male,Not Assigned,Refused
S200627229,CSC8503,52,Male,Not Assigned,Refused
S200627229,CSC8507,86,Male,Not Assigned,Refused
S200627229,CSC8508,81,Male,Not Assigned,Refused
S200627229,INU6414, ,Male,Not Assigned,Refused
S200627229,INU6424, ,Male,Not Assigned,Refused
S200678313,CSC8501,90,Male,Not Assigned,Chinese
S200678313,CSC8502,64,Male,Not Assigned,Chinese
S200678313,CSC8503,70,Male,Not Assigned,Chinese
S200678313,CSC8507,85,Male,Not Assigned,Chinese
S200678313,CSC8508,73,Male,Not Assigned,Chinese
S200678313,INU6414, ,Male,Not Assigned,Chinese
S200795285,CSC8501, ,Male,Not Assigned,Chinese
S200795285,CSC8502,53,Male,Not Assigned,Chinese
S200795285,CSC8503,53,Male,Not Assigned,Chinese
S200795285,CSC8507,74,Male,Not Assigned,Chinese
S200795285,CSC8508,60,Male,Not Assigned,Chinese
S200899136,CSC8501,86,Male,Not Assigned,Asian or Asian British (all)
S200899136,CSC8502,75,Male,Not Assigned,Asian or Asian British (all)
S200899136,CSC8503,80,Male,Not Assigned,Asian or Asian British (all)
S200899136,CSC8507,74,Male,Not Assigned,Asian or Asian British (all)
S200899136,CSC8508,70,Male,Not Assigned,Asian or Asian British (all)
S200899136,INU6414, ,Male,Not Assigned,Asian or Asian British (all)
S200899136,INU6424, ,Male,Not Assigned,Asian or Asian British (all)
S200909583,CSC8501,90,Male,Not Assigned,Chinese
S200909583,CSC8502,86,Male,Not Assigned,Chinese
S200909583,CSC8503,68,Male,Not Assigned,Chinese
S200909583,CSC8507,79,Male,Not Assigned,Chinese
S200909583,CSC8508,64,Male,Not Assigned,Chinese
S200909583,INU6414, ,Male,Not Assigned,Chinese
S200909583,INU6424, ,Male,Not Assigned,Chinese
S200925653,CSC8501,66,Female,Not Assigned,Chinese
S200925653,CSC8502,58,Female,Not Assigned,Chinese
S200925653,CSC8503,55,Female,Not Assigned,Chinese
S200925653,CSC8507,74,Female,Not Assigned,Chinese
S200925653,CSC8508,52,Female,Not Assigned,Chinese
S200925653,INU6414, ,Female,Not Assigned,Chinese
S200925653,INU6424, ,Female,Not Assigned,Chinese
S200941332,CSC8501,90,Female,Not Assigned,Chinese
S200941332,CSC8502,76,Female,Not Assigned,Chinese
S200941332,CSC8503,84,Female,Not Assigned,Chinese
S200941332,CSC8507,74,Female,Not Assigned,Chinese
S200941332,CSC8508,59,Female,Not Assigned,Chinese
S200941332,INU6414, ,Female,Not Assigned,Chinese
S200941332,INU6424, ,Female,Not Assigned,Chinese
S200963633,CSC8501,58,Male,Not Assigned,Chinese
S200963633,CSC8502,59,Male,Not Assigned,Chinese
S200963633,CSC8503,74,Male,Not Assigned,Chinese
S200963633,CSC8507,74,Male,Not Assigned,Chinese
S200963633,CSC8508,57,Male,Not Assigned,Chinese
S200963633,INU6414, ,Male,Not Assigned,Chinese
S200963633,INU6424, ,Male,Not Assigned,Chinese
S200977445,CSC8501,64,Male,INTO,Chinese
S200977445,CSC8502,58,Male,INTO,Chinese
S200977445,CSC8503,59,Male,INTO,Chinese
S200977445,CSC8507,70,Male,INTO,Chinese
S200977445,CSC8508,62,Male,INTO,Chinese
S200977445,INU6414, ,Male,INTO,Chinese
S200977445,INU6424, ,Male,INTO,Chinese
S210010406,CSC8501,66,Male,INTO,Chinese
S210010406,CSC8502,57,Male,INTO,Chinese
S210010406,CSC8503,80,Male,INTO,Chinese
S210010406,CSC8507,74,Male,INTO,Chinese
S210010406,CSC8508,69,Male,INTO,Chinese
S210010406,INU6414, ,Male,INTO,Chinese
S210010406,INU6424, ,Male,INTO,Chinese
S210014862,CSC8501,80,Male,Not Assigned,Chinese
S210014862,CSC8502,70,Male,Not Assigned,Chinese
S210014862,CSC8503,51,Male,Not Assigned,Chinese
S210014862,CSC8507,70,Male,Not Assigned,Chinese
S210014862,CSC8508,54,Male,Not Assigned,Chinese
S210014862,INU6414, ,Male,Not Assigned,Chinese
S210014862,INU6424, ,Male,Not Assigned,Chinese
S210019030,CSC8501,90,Male,Not Assigned,White including Another other and Irish
S210019030,CSC8502,80,Male,Not Assigned,White including Another other and Irish
S210019030,CSC8503,89,Male,Not Assigned,White including Another other and Irish
S210019030,CSC8507,83,Male,Not Assigned,White including Another other and Irish
S210019030,CSC8508,74,Male,Not Assigned,White including Another other and Irish
S210026083,CSC8501,68,Male,Not Assigned,Mixed White and Black Caribbean
S210026083,CSC8502,63,Male,Not Assigned,Mixed White and Black Caribbean
S210026083,CSC8503,74,Male,Not Assigned,Mixed White and Black Caribbean
S210026083,CSC8507,86,Male,Not Assigned,Mixed White and Black Caribbean
S210026083,CSC8508,75,Male,Not Assigned,Mixed White and Black Caribbean
S210029394,CSC8501,88,Male,Not Assigned,Chinese
S210029394,CSC8502,76,Male,Not Assigned,Chinese
S210029394,CSC8503,90,Male,Not Assigned,Chinese
S210029394,CSC8507,77,Male,Not Assigned,Chinese
S210029394,CSC8508,71,Male,Not Assigned,Chinese
S210029394,INU6414, ,Male,Not Assigned,Chinese
S210029394,INU6424, ,Male,Not Assigned,Chinese
S210065587,CSC8501,84,Male,Not Assigned,Chinese
S210065587,CSC8502,72,Male,Not Assigned,Chinese
S210065587,CSC8503,57,Male,Not Assigned,Chinese
